町丁名,世帯数,男,女,date
下落合４丁目,292,168,155,2020-11-01
中落合１丁目,243,157,122,2020-11-01
中落合２丁目,240,176,130,2020-11-01
中落合３丁目,124,71,80,2020-11-01
中落合４丁目,128,75,82,2020-11-01
上落合１丁目,317,218,195,2020-11-01
上落合２丁目,264,150,161,2020-11-01
上落合３丁目,308,169,175,2020-11-01
西落合１丁目,165,81,113,2020-11-01
西落合２丁目,168,101,108,2020-11-01
西落合３丁目,123,70,68,2020-11-01
西落合４丁目,78,47,40,2020-11-01
中井１丁目,102,67,50,2020-11-01
中井２丁目,148,89,87,2020-11-01
北新宿１丁目,1201,824,667,2020-11-01
北新宿２丁目,389,273,276,2020-11-01
北新宿３丁目,1075,771,638,2020-11-01
北新宿４丁目,852,573,534,2020-11-01
西新宿１丁目,2,1,1,2020-11-01
西新宿２丁目,0,0,0,2020-11-01
西新宿３丁目,220,132,110,2020-11-01
西新宿４丁目,486,287,273,2020-11-01
西新宿５丁目,269,180,199,2020-11-01
西新宿６丁目,330,256,223,2020-11-01
西新宿７丁目,190,118,96,2020-11-01
西新宿８丁目,229,139,143,2020-11-01
四谷１丁目,12,9,6,2020-10-01
四谷２丁目,15,10,10,2020-10-01
四谷３丁目,24,19,12,2020-10-01
四谷４丁目,199,115,114,2020-10-01
四谷本塩町,18,8,14,2020-10-01
四谷三栄町,60,42,42,2020-10-01
四谷坂町,131,85,81,2020-10-01
若葉１丁目,77,58,44,2020-10-01
若葉２丁目,36,21,22,2020-10-01
若葉３丁目,59,28,42,2020-10-01
須賀町,48,33,22,2020-10-01
左門町,77,49,34,2020-10-01
信濃町,53,25,28,2020-10-01
南元町,100,67,59,2020-10-01
荒木町,136,80,80,2020-10-01
舟町,54,34,24,2020-10-01
愛住町,63,48,25,2020-10-01
大京町,127,92,61,2020-10-01
霞ヶ丘町,2,2,0,2020-10-01
内藤町,45,24,34,2020-10-01
片町,26,11,16,2020-10-01
新宿１丁目,289,150,173,2020-10-01
新宿２丁目,106,63,51,2020-10-01
新宿３丁目,8,7,7,2020-10-01
新宿４丁目,8,4,5,2020-10-01
新宿５丁目,254,152,139,2020-10-01
新宿６丁目,373,236,245,2020-10-01
新宿７丁目,683,475,446,2020-10-01
歌舞伎町１丁目,12,10,4,2020-10-01
歌舞伎町２丁目,378,194,264,2020-10-01
市谷田町１丁目,1,0,1,2020-10-01
市谷田町２丁目,14,14,11,2020-10-01
市谷田町３丁目,20,8,15,2020-10-01
市谷本村町,66,67,61,2020-10-01
市谷砂土原町１丁目,1,3,2,2020-10-01
市谷砂土原町２丁目,12,10,6,2020-10-01
市谷砂土原町３丁目,60,76,48,2020-10-01
市谷左内町,11,8,8,2020-10-01
市谷加賀町１丁目,0,0,0,2020-10-01
市谷加賀町２丁目,62,41,48,2020-10-01
市谷甲良町,32,25,16,2020-10-01
市谷船河原町,6,7,6,2020-10-01
市谷長延寺町,7,1,6,2020-10-01
市谷鷹匠町,0,0,0,2020-10-01
市谷山伏町,16,12,11,2020-10-01
市谷八幡町,2,1,1,2020-10-01
神楽坂１丁目,1,1,0,2020-10-01
神楽坂２丁目,8,3,5,2020-10-01
神楽坂３丁目,13,9,7,2020-10-01
神楽坂４丁目,4,2,3,2020-10-01
神楽坂５丁目,12,8,5,2020-10-01
神楽坂６丁目,27,19,11,2020-10-01
細工町,14,5,11,2020-10-01
二十騎町,22,15,13,2020-10-01
揚場町,2,2,0,2020-10-01
津久戸町,4,2,2,2020-10-01
東五軒町,67,36,36,2020-10-01
西五軒町,78,51,44,2020-10-01
赤城元町,5,4,3,2020-10-01
南榎町,38,31,20,2020-10-01
袋町,14,10,7,2020-10-01
払方町,33,29,30,2020-10-01
南町,19,18,10,2020-10-01
北町,11,9,5,2020-10-01
納戸町,47,33,24,2020-10-01
南山伏町,9,6,6,2020-10-01
北山伏町,29,17,19,2020-10-01
白銀町,34,22,18,2020-10-01
下宮比町,9,5,5,2020-10-01
矢来町,112,67,66,2020-10-01
若宮町,32,41,43,2020-10-01
岩戸町,23,13,14,2020-10-01
中町,10,7,6,2020-10-01
箪笥町,13,10,6,2020-10-01
横寺町,18,8,10,2020-10-01
筑土八幡町,13,7,11,2020-10-01
新小川町,96,49,61,2020-10-01
神楽河岸,0,0,0,2020-10-01
市谷薬王寺町,167,136,140,2020-10-01
市谷柳町,42,28,24,2020-10-01
市谷仲之町,140,147,152,2020-10-01
赤城下町,37,25,16,2020-10-01
天神町,52,27,27,2020-10-01
榎町,21,9,12,2020-10-01
東榎町,29,15,15,2020-10-01
早稲田町,120,63,71,2020-10-01
早稲田南町,50,36,20,2020-10-01
馬場下町,31,16,22,2020-10-01
原町１丁目,82,44,55,2020-10-01
原町２丁目,46,33,38,2020-10-01
原町３丁目,123,113,119,2020-10-01
喜久井町,72,51,39,2020-10-01
築地町,14,9,5,2020-10-01
弁天町,145,90,87,2020-10-01
中里町,7,1,6,2020-10-01
山吹町,238,114,150,2020-10-01
改代町,26,13,14,2020-10-01
水道町,46,24,29,2020-10-01
早稲田鶴巻町,497,246,317,2020-10-01
住吉町,145,99,106,2020-10-01
市谷台町,83,52,49,2020-10-01
河田町,306,337,380,2020-10-01
若松町,322,262,265,2020-10-01
余丁町,172,128,120,2020-10-01
戸山１丁目,145,76,109,2020-10-01
戸山２丁目,291,142,278,2020-10-01
戸山３丁目,70,43,41,2020-10-01
富久町,351,229,253,2020-10-01
百人町１丁目,1077,673,576,2020-10-01
百人町２丁目,1383,986,782,2020-10-01
百人町３丁目,276,228,266,2020-10-01
百人町４丁目,190,173,204,2020-10-01
大久保１丁目,1288,752,816,2020-10-01
大久保２丁目,1936,1258,1271,2020-10-01
大久保３丁目,384,280,326,2020-10-01
戸塚町１丁目,29,15,17,2020-10-01
西早稲田１丁目,640,335,411,2020-10-01
西早稲田２丁目,688,390,390,2020-10-01
西早稲田３丁目,702,391,406,2020-10-01
高田馬場１丁目,486,293,298,2020-10-01
高田馬場２丁目,258,151,136,2020-10-01
高田馬場３丁目,775,517,397,2020-10-01
高田馬場４丁目,807,562,480,2020-10-01
下落合１丁目,537,308,302,2020-10-01
下落合２丁目,279,179,170,2020-10-01
下落合３丁目,210,128,125,2020-10-01
下落合４丁目,297,169,163,2020-10-01
中落合１丁目,245,157,125,2020-10-01
中落合２丁目,246,175,137,2020-10-01
中落合３丁目,121,73,75,2020-10-01
中落合４丁目,137,82,84,2020-10-01
上落合１丁目,323,221,196,2020-10-01
上落合２丁目,260,148,157,2020-10-01
上落合３丁目,313,172,177,2020-10-01
西落合１丁目,163,80,111,2020-10-01
西落合２丁目,170,101,110,2020-10-01
西落合３丁目,124,71,68,2020-10-01
西落合４丁目,79,48,40,2020-10-01
中井１丁目,106,70,52,2020-10-01
中井２丁目,152,91,89,2020-10-01
北新宿１丁目,1208,830,670,2020-10-01
北新宿２丁目,393,275,278,2020-10-01
北新宿３丁目,1073,765,636,2020-10-01
北新宿４丁目,875,594,542,2020-10-01
西新宿１丁目,2,1,1,2020-10-01
西新宿２丁目,0,0,0,2020-10-01
西新宿３丁目,223,132,113,2020-10-01
西新宿４丁目,480,277,276,2020-10-01
西新宿５丁目,270,180,204,2020-10-01
西新宿６丁目,332,257,219,2020-10-01
西新宿７丁目,189,118,95,2020-10-01
西新宿８丁目,233,142,143,2020-10-01
四谷１丁目,12,9,6,2020-09-01
四谷２丁目,14,10,9,2020-09-01
四谷３丁目,24,19,12,2020-09-01
四谷４丁目,200,117,112,2020-09-01
四谷本塩町,18,8,14,2020-09-01
四谷三栄町,59,41,42,2020-09-01
四谷坂町,131,85,80,2020-09-01
若葉１丁目,76,58,43,2020-09-01
若葉２丁目,34,22,19,2020-09-01
若葉３丁目,60,28,43,2020-09-01
須賀町,48,33,23,2020-09-01
左門町,78,50,36,2020-09-01
信濃町,58,27,31,2020-09-01
南元町,105,69,62,2020-09-01
荒木町,142,83,81,2020-09-01
舟町,55,34,26,2020-09-01
愛住町,62,48,25,2020-09-01
大京町,132,95,64,2020-09-01
霞ヶ丘町,2,2,0,2020-09-01
内藤町,43,23,31,2020-09-01
片町,25,11,15,2020-09-01
新宿１丁目,292,152,176,2020-09-01
新宿２丁目,104,64,49,2020-09-01
新宿３丁目,8,7,7,2020-09-01
新宿４丁目,8,4,5,2020-09-01
新宿５丁目,261,154,144,2020-09-01
新宿６丁目,382,242,250,2020-09-01
新宿７丁目,693,481,455,2020-09-01
歌舞伎町１丁目,12,10,4,2020-09-01
歌舞伎町２丁目,389,202,267,2020-09-01
市谷田町１丁目,1,0,1,2020-09-01
市谷田町２丁目,13,13,11,2020-09-01
市谷田町３丁目,19,7,15,2020-09-01
市谷本村町,69,70,61,2020-09-01
市谷砂土原町１丁目,2,4,2,2020-09-01
市谷砂土原町２丁目,13,10,7,2020-09-01
市谷砂土原町３丁目,59,73,47,2020-09-01
市谷左内町,11,8,8,2020-09-01
市谷加賀町１丁目,0,0,0,2020-09-01
市谷加賀町２丁目,63,42,48,2020-09-01
市谷甲良町,33,26,16,2020-09-01
市谷船河原町,6,7,7,2020-09-01
市谷長延寺町,7,1,6,2020-09-01
市谷鷹匠町,0,0,0,2020-09-01
市谷山伏町,16,12,11,2020-09-01
市谷八幡町,2,1,1,2020-09-01
神楽坂１丁目,1,1,0,2020-09-01
神楽坂２丁目,8,3,5,2020-09-01
神楽坂３丁目,12,8,7,2020-09-01
神楽坂４丁目,4,2,3,2020-09-01
神楽坂５丁目,12,8,5,2020-09-01
神楽坂６丁目,27,18,12,2020-09-01
細工町,12,4,10,2020-09-01
二十騎町,23,16,14,2020-09-01
揚場町,2,2,0,2020-09-01
津久戸町,4,2,2,2020-09-01
東五軒町,65,35,35,2020-09-01
西五軒町,80,53,44,2020-09-01
赤城元町,5,4,3,2020-09-01
南榎町,39,31,21,2020-09-01
袋町,14,10,7,2020-09-01
払方町,35,30,32,2020-09-01
南町,19,17,11,2020-09-01
北町,11,9,5,2020-09-01
納戸町,47,34,25,2020-09-01
南山伏町,8,5,5,2020-09-01
北山伏町,27,15,19,2020-09-01
白銀町,34,22,18,2020-09-01
下宮比町,8,4,5,2020-09-01
矢来町,116,70,67,2020-09-01
若宮町,34,45,44,2020-09-01
岩戸町,22,12,14,2020-09-01
中町,11,7,7,2020-09-01
箪笥町,11,8,6,2020-09-01
横寺町,17,7,10,2020-09-01
筑土八幡町,13,7,11,2020-09-01
新小川町,96,49,61,2020-09-01
神楽河岸,0,0,0,2020-09-01
市谷薬王寺町,169,135,143,2020-09-01
市谷柳町,45,30,25,2020-09-01
市谷仲之町,138,143,151,2020-09-01
赤城下町,38,25,17,2020-09-01
天神町,51,27,26,2020-09-01
榎町,23,10,13,2020-09-01
東榎町,32,16,17,2020-09-01
早稲田町,122,67,68,2020-09-01
早稲田南町,54,40,22,2020-09-01
馬場下町,31,16,22,2020-09-01
原町１丁目,83,46,55,2020-09-01
原町２丁目,48,34,39,2020-09-01
原町３丁目,128,117,122,2020-09-01
喜久井町,71,50,39,2020-09-01
築地町,14,10,4,2020-09-01
弁天町,150,92,91,2020-09-01
中里町,7,1,6,2020-09-01
山吹町,244,112,155,2020-09-01
改代町,28,15,14,2020-09-01
水道町,46,26,28,2020-09-01
早稲田鶴巻町,525,261,330,2020-09-01
住吉町,145,97,105,2020-09-01
市谷台町,87,56,49,2020-09-01
河田町,312,339,385,2020-09-01
若松町,325,269,272,2020-09-01
余丁町,179,134,126,2020-09-01
戸山１丁目,149,78,111,2020-09-01
戸山２丁目,289,140,277,2020-09-01
戸山３丁目,71,43,42,2020-09-01
富久町,356,234,254,2020-09-01
百人町１丁目,1100,691,588,2020-09-01
百人町２丁目,1412,1009,794,2020-09-01
百人町３丁目,280,234,266,2020-09-01
百人町４丁目,189,173,202,2020-09-01
大久保１丁目,1308,761,827,2020-09-01
大久保２丁目,1968,1284,1289,2020-09-01
大久保３丁目,386,283,330,2020-09-01
戸塚町１丁目,31,17,17,2020-09-01
西早稲田１丁目,651,338,418,2020-09-01
西早稲田２丁目,717,402,407,2020-09-01
西早稲田３丁目,714,398,412,2020-09-01
高田馬場１丁目,502,300,306,2020-09-01
高田馬場２丁目,262,155,136,2020-09-01
高田馬場３丁目,790,522,406,2020-09-01
高田馬場４丁目,833,584,486,2020-09-01
下落合１丁目,553,323,300,2020-09-01
下落合２丁目,294,186,181,2020-09-01
下落合３丁目,221,135,130,2020-09-01
下落合４丁目,305,172,168,2020-09-01
中落合１丁目,253,163,127,2020-09-01
中落合２丁目,258,182,143,2020-09-01
中落合３丁目,122,74,75,2020-09-01
中落合４丁目,139,82,86,2020-09-01
上落合１丁目,333,225,201,2020-09-01
上落合２丁目,268,152,162,2020-09-01
上落合３丁目,334,181,190,2020-09-01
西落合１丁目,164,79,113,2020-09-01
西落合２丁目,184,109,117,2020-09-01
西落合３丁目,127,73,69,2020-09-01
西落合４丁目,79,48,40,2020-09-01
中井１丁目,108,69,57,2020-09-01
中井２丁目,155,91,91,2020-09-01
北新宿１丁目,1233,854,676,2020-09-01
北新宿２丁目,398,276,288,2020-09-01
北新宿３丁目,1034,729,630,2020-09-01
北新宿４丁目,908,615,553,2020-09-01
西新宿１丁目,2,1,1,2020-09-01
西新宿２丁目,0,0,0,2020-09-01
西新宿３丁目,217,128,111,2020-09-01
西新宿４丁目,489,278,282,2020-09-01
西新宿５丁目,279,184,212,2020-09-01
西新宿６丁目,328,258,215,2020-09-01
西新宿７丁目,198,125,97,2020-09-01
西新宿８丁目,236,150,141,2020-09-01
四谷１丁目,14,11,6,2020-08-01
四谷２丁目,14,10,9,2020-08-01
四谷３丁目,23,18,12,2020-08-01
四谷４丁目,206,124,113,2020-08-01
四谷本塩町,21,9,16,2020-08-01
四谷三栄町,60,42,42,2020-08-01
四谷坂町,131,86,80,2020-08-01
若葉１丁目,77,59,43,2020-08-01
若葉２丁目,34,22,19,2020-08-01
若葉３丁目,59,27,43,2020-08-01
須賀町,47,33,22,2020-08-01
左門町,79,52,35,2020-08-01
信濃町,60,27,33,2020-08-01
南元町,108,72,62,2020-08-01
荒木町,142,85,78,2020-08-01
舟町,55,36,27,2020-08-01
愛住町,63,49,25,2020-08-01
大京町,133,94,66,2020-08-01
霞ヶ丘町,2,2,0,2020-08-01
内藤町,46,25,33,2020-08-01
片町,27,12,16,2020-08-01
新宿１丁目,300,157,180,2020-08-01
新宿２丁目,102,62,50,2020-08-01
新宿３丁目,9,8,7,2020-08-01
新宿４丁目,8,4,5,2020-08-01
新宿５丁目,265,157,145,2020-08-01
新宿６丁目,388,249,252,2020-08-01
新宿７丁目,713,494,463,2020-08-01
歌舞伎町１丁目,12,10,4,2020-08-01
歌舞伎町２丁目,403,212,274,2020-08-01
市谷田町１丁目,1,0,1,2020-08-01
市谷田町２丁目,13,13,11,2020-08-01
市谷田町３丁目,19,6,16,2020-08-01
市谷本村町,72,72,65,2020-08-01
市谷砂土原町１丁目,3,5,2,2020-08-01
市谷砂土原町２丁目,11,9,6,2020-08-01
市谷砂土原町３丁目,58,73,52,2020-08-01
市谷左内町,11,8,8,2020-08-01
市谷加賀町１丁目,0,0,0,2020-08-01
市谷加賀町２丁目,64,41,48,2020-08-01
市谷甲良町,35,27,17,2020-08-01
市谷船河原町,7,8,8,2020-08-01
市谷長延寺町,6,0,6,2020-08-01
市谷鷹匠町,0,0,0,2020-08-01
市谷山伏町,16,12,11,2020-08-01
市谷八幡町,2,1,1,2020-08-01
神楽坂１丁目,1,1,0,2020-08-01
神楽坂２丁目,9,4,5,2020-08-01
神楽坂３丁目,12,8,7,2020-08-01
神楽坂４丁目,5,2,4,2020-08-01
神楽坂５丁目,13,9,5,2020-08-01
神楽坂６丁目,27,18,13,2020-08-01
細工町,11,4,9,2020-08-01
二十騎町,26,18,17,2020-08-01
揚場町,2,2,0,2020-08-01
津久戸町,4,2,2,2020-08-01
東五軒町,65,35,35,2020-08-01
西五軒町,80,53,44,2020-08-01
赤城元町,6,4,4,2020-08-01
南榎町,42,31,24,2020-08-01
袋町,13,10,6,2020-08-01
払方町,36,30,33,2020-08-01
南町,18,16,11,2020-08-01
北町,11,9,5,2020-08-01
納戸町,46,35,23,2020-08-01
南山伏町,8,6,5,2020-08-01
北山伏町,28,15,20,2020-08-01
白銀町,35,23,18,2020-08-01
下宮比町,8,4,5,2020-08-01
矢来町,120,73,68,2020-08-01
若宮町,35,46,44,2020-08-01
岩戸町,22,12,14,2020-08-01
中町,11,7,7,2020-08-01
箪笥町,12,8,7,2020-08-01
横寺町,16,7,9,2020-08-01
筑土八幡町,13,7,11,2020-08-01
新小川町,105,56,64,2020-08-01
神楽河岸,0,0,0,2020-08-01
市谷薬王寺町,168,134,143,2020-08-01
市谷柳町,45,29,24,2020-08-01
市谷仲之町,139,146,153,2020-08-01
赤城下町,37,24,20,2020-08-01
天神町,55,30,28,2020-08-01
榎町,25,11,14,2020-08-01
東榎町,33,17,17,2020-08-01
早稲田町,122,67,70,2020-08-01
早稲田南町,62,46,25,2020-08-01
馬場下町,31,16,22,2020-08-01
原町１丁目,87,47,58,2020-08-01
原町２丁目,52,36,41,2020-08-01
原町３丁目,133,122,127,2020-08-01
喜久井町,75,51,42,2020-08-01
築地町,16,12,4,2020-08-01
弁天町,155,94,95,2020-08-01
中里町,7,1,6,2020-08-01
山吹町,249,115,157,2020-08-01
改代町,29,14,16,2020-08-01
水道町,44,26,27,2020-08-01
早稲田鶴巻町,538,274,332,2020-08-01
住吉町,146,99,104,2020-08-01
市谷台町,87,57,48,2020-08-01
河田町,313,345,385,2020-08-01
若松町,331,276,278,2020-08-01
余丁町,185,136,130,2020-08-01
戸山１丁目,153,79,113,2020-08-01
戸山２丁目,290,140,278,2020-08-01
戸山３丁目,74,44,45,2020-08-01
富久町,352,230,254,2020-08-01
百人町１丁目,1130,711,604,2020-08-01
百人町２丁目,1439,1028,812,2020-08-01
百人町３丁目,281,236,269,2020-08-01
百人町４丁目,190,175,204,2020-08-01
大久保１丁目,1340,787,831,2020-08-01
大久保２丁目,1992,1301,1307,2020-08-01
大久保３丁目,384,281,330,2020-08-01
戸塚町１丁目,33,18,18,2020-08-01
西早稲田１丁目,662,346,425,2020-08-01
西早稲田２丁目,804,434,462,2020-08-01
西早稲田３丁目,734,419,416,2020-08-01
高田馬場１丁目,506,303,309,2020-08-01
高田馬場２丁目,260,155,134,2020-08-01
高田馬場３丁目,807,537,409,2020-08-01
高田馬場４丁目,848,593,501,2020-08-01
下落合１丁目,576,339,308,2020-08-01
下落合２丁目,300,189,184,2020-08-01
下落合３丁目,222,138,128,2020-08-01
下落合４丁目,311,174,171,2020-08-01
中落合１丁目,253,160,129,2020-08-01
中落合２丁目,257,180,144,2020-08-01
中落合３丁目,125,77,75,2020-08-01
中落合４丁目,145,84,90,2020-08-01
上落合１丁目,337,224,203,2020-08-01
上落合２丁目,276,155,166,2020-08-01
上落合３丁目,347,184,200,2020-08-01
西落合１丁目,163,76,115,2020-08-01
西落合２丁目,189,112,117,2020-08-01
西落合３丁目,128,75,68,2020-08-01
西落合４丁目,76,46,39,2020-08-01
中井１丁目,110,70,58,2020-08-01
中井２丁目,166,93,100,2020-08-01
北新宿１丁目,1257,874,686,2020-08-01
北新宿２丁目,403,277,294,2020-08-01
北新宿３丁目,1050,733,640,2020-08-01
北新宿４丁目,929,624,568,2020-08-01
西新宿１丁目,2,1,1,2020-08-01
西新宿２丁目,0,0,0,2020-08-01
西新宿３丁目,223,133,112,2020-08-01
西新宿４丁目,492,278,287,2020-08-01
西新宿５丁目,281,188,213,2020-08-01
西新宿６丁目,333,264,218,2020-08-01
西新宿７丁目,209,133,101,2020-08-01
西新宿８丁目,237,148,142,2020-08-01
四谷１丁目,16,12,7,2020-07-01
四谷２丁目,15,10,10,2020-07-01
四谷３丁目,26,22,12,2020-07-01
四谷４丁目,211,128,115,2020-07-01
四谷本塩町,21,8,17,2020-07-01
四谷三栄町,62,44,42,2020-07-01
四谷坂町,130,85,79,2020-07-01
若葉１丁目,80,63,42,2020-07-01
若葉２丁目,35,23,19,2020-07-01
若葉３丁目,60,27,44,2020-07-01
須賀町,48,34,22,2020-07-01
左門町,80,52,36,2020-07-01
信濃町,61,29,32,2020-07-01
南元町,112,76,62,2020-07-01
荒木町,147,90,77,2020-07-01
舟町,57,37,28,2020-07-01
愛住町,63,49,25,2020-07-01
大京町,135,94,68,2020-07-01
霞ヶ丘町,2,2,0,2020-07-01
内藤町,46,24,33,2020-07-01
片町,27,12,16,2020-07-01
新宿１丁目,303,162,178,2020-07-01
新宿２丁目,102,61,51,2020-07-01
新宿３丁目,9,8,7,2020-07-01
新宿４丁目,8,4,5,2020-07-01
新宿５丁目,267,156,148,2020-07-01
新宿６丁目,401,255,260,2020-07-01
新宿７丁目,723,508,461,2020-07-01
歌舞伎町１丁目,12,10,4,2020-07-01
歌舞伎町２丁目,409,215,278,2020-07-01
市谷田町１丁目,1,0,1,2020-07-01
市谷田町２丁目,13,12,11,2020-07-01
市谷田町３丁目,19,6,16,2020-07-01
市谷本村町,71,72,67,2020-07-01
市谷砂土原町１丁目,3,5,2,2020-07-01
市谷砂土原町２丁目,12,10,6,2020-07-01
市谷砂土原町３丁目,60,80,58,2020-07-01
市谷左内町,11,8,8,2020-07-01
市谷加賀町１丁目,0,0,0,2020-07-01
市谷加賀町２丁目,63,43,45,2020-07-01
市谷甲良町,33,27,15,2020-07-01
市谷船河原町,8,11,9,2020-07-01
市谷長延寺町,6,0,6,2020-07-01
市谷鷹匠町,0,0,0,2020-07-01
市谷山伏町,17,13,11,2020-07-01
市谷八幡町,2,1,1,2020-07-01
神楽坂１丁目,1,1,0,2020-07-01
神楽坂２丁目,9,4,5,2020-07-01
神楽坂３丁目,13,9,7,2020-07-01
神楽坂４丁目,5,2,4,2020-07-01
神楽坂５丁目,14,10,5,2020-07-01
神楽坂６丁目,27,18,13,2020-07-01
細工町,11,4,9,2020-07-01
二十騎町,26,19,17,2020-07-01
揚場町,2,2,0,2020-07-01
津久戸町,4,2,2,2020-07-01
東五軒町,62,32,35,2020-07-01
西五軒町,81,57,45,2020-07-01
赤城元町,6,4,4,2020-07-01
南榎町,42,31,24,2020-07-01
袋町,15,11,10,2020-07-01
払方町,36,30,34,2020-07-01
南町,19,16,11,2020-07-01
北町,11,9,5,2020-07-01
納戸町,49,36,25,2020-07-01
南山伏町,8,6,5,2020-07-01
北山伏町,28,15,20,2020-07-01
白銀町,35,23,18,2020-07-01
下宮比町,9,4,6,2020-07-01
矢来町,116,69,67,2020-07-01
若宮町,40,50,48,2020-07-01
岩戸町,21,11,14,2020-07-01
中町,11,7,7,2020-07-01
箪笥町,14,9,8,2020-07-01
横寺町,17,8,9,2020-07-01
筑土八幡町,15,9,12,2020-07-01
新小川町,109,60,65,2020-07-01
神楽河岸,0,0,0,2020-07-01
市谷薬王寺町,171,137,144,2020-07-01
市谷柳町,46,29,25,2020-07-01
市谷仲之町,141,147,157,2020-07-01
赤城下町,39,26,20,2020-07-01
天神町,59,34,29,2020-07-01
榎町,26,11,15,2020-07-01
東榎町,35,18,18,2020-07-01
早稲田町,123,69,69,2020-07-01
早稲田南町,62,45,26,2020-07-01
馬場下町,30,14,22,2020-07-01
原町１丁目,90,48,60,2020-07-01
原町２丁目,53,37,41,2020-07-01
原町３丁目,133,125,128,2020-07-01
喜久井町,81,55,44,2020-07-01
築地町,18,13,5,2020-07-01
弁天町,157,95,97,2020-07-01
中里町,7,1,6,2020-07-01
山吹町,256,118,161,2020-07-01
改代町,27,13,15,2020-07-01
水道町,45,26,28,2020-07-01
早稲田鶴巻町,558,284,340,2020-07-01
住吉町,148,99,105,2020-07-01
市谷台町,89,58,49,2020-07-01
河田町,313,341,383,2020-07-01
若松町,331,278,279,2020-07-01
余丁町,189,139,131,2020-07-01
戸山１丁目,152,78,109,2020-07-01
戸山２丁目,292,141,282,2020-07-01
戸山３丁目,70,41,42,2020-07-01
富久町,359,232,261,2020-07-01
百人町１丁目,1164,732,619,2020-07-01
百人町２丁目,1461,1035,831,2020-07-01
百人町３丁目,285,238,269,2020-07-01
百人町４丁目,193,179,206,2020-07-01
大久保１丁目,1366,805,840,2020-07-01
大久保２丁目,2026,1319,1322,2020-07-01
大久保３丁目,384,281,333,2020-07-01
戸塚町１丁目,35,20,21,2020-07-01
西早稲田１丁目,673,352,430,2020-07-01
西早稲田２丁目,828,448,473,2020-07-01
西早稲田３丁目,753,428,426,2020-07-01
高田馬場１丁目,511,313,310,2020-07-01
高田馬場２丁目,263,155,140,2020-07-01
高田馬場３丁目,816,544,414,2020-07-01
高田馬場４丁目,866,605,507,2020-07-01
下落合１丁目,601,348,323,2020-07-01
下落合２丁目,305,194,185,2020-07-01
下落合３丁目,223,143,123,2020-07-01
下落合４丁目,326,181,179,2020-07-01
中落合１丁目,259,158,137,2020-07-01
中落合２丁目,259,182,148,2020-07-01
中落合３丁目,139,83,83,2020-07-01
中落合４丁目,146,84,91,2020-07-01
上落合１丁目,343,226,206,2020-07-01
上落合２丁目,281,155,170,2020-07-01
上落合３丁目,358,189,207,2020-07-01
西落合１丁目,168,79,117,2020-07-01
西落合２丁目,193,110,118,2020-07-01
西落合３丁目,130,76,69,2020-07-01
西落合４丁目,79,50,38,2020-07-01
中井１丁目,114,70,61,2020-07-01
中井２丁目,173,95,107,2020-07-01
北新宿１丁目,1287,891,705,2020-07-01
北新宿２丁目,414,286,298,2020-07-01
北新宿３丁目,1060,734,647,2020-07-01
北新宿４丁目,954,640,581,2020-07-01
西新宿１丁目,2,1,1,2020-07-01
西新宿２丁目,0,0,0,2020-07-01
西新宿３丁目,227,139,111,2020-07-01
西新宿４丁目,496,276,294,2020-07-01
西新宿５丁目,283,187,216,2020-07-01
西新宿６丁目,333,258,219,2020-07-01
西新宿７丁目,209,135,99,2020-07-01
西新宿８丁目,235,146,141,2020-07-01
四谷１丁目,16,12,7,2020-06-01
四谷２丁目,15,10,10,2020-06-01
四谷３丁目,26,23,13,2020-06-01
四谷４丁目,215,131,118,2020-06-01
四谷本塩町,23,9,18,2020-06-01
四谷三栄町,63,46,43,2020-06-01
四谷坂町,130,85,79,2020-06-01
若葉１丁目,81,64,43,2020-06-01
若葉２丁目,34,23,18,2020-06-01
若葉３丁目,62,28,45,2020-06-01
須賀町,48,34,22,2020-06-01
左門町,81,53,36,2020-06-01
信濃町,63,30,34,2020-06-01
南元町,131,89,68,2020-06-01
荒木町,148,90,78,2020-06-01
舟町,61,39,30,2020-06-01
愛住町,63,49,25,2020-06-01
大京町,138,95,70,2020-06-01
霞ヶ丘町,2,2,0,2020-06-01
内藤町,46,25,32,2020-06-01
片町,25,11,15,2020-06-01
新宿１丁目,304,164,178,2020-06-01
新宿２丁目,102,59,53,2020-06-01
新宿３丁目,9,8,7,2020-06-01
新宿４丁目,8,4,5,2020-06-01
新宿５丁目,271,159,149,2020-06-01
新宿６丁目,410,258,269,2020-06-01
新宿７丁目,737,522,466,2020-06-01
歌舞伎町１丁目,12,10,4,2020-06-01
歌舞伎町２丁目,400,206,277,2020-06-01
市谷田町１丁目,1,0,1,2020-06-01
市谷田町２丁目,13,12,11,2020-06-01
市谷田町３丁目,19,6,16,2020-06-01
市谷本村町,70,71,65,2020-06-01
市谷砂土原町１丁目,4,4,4,2020-06-01
市谷砂土原町２丁目,15,11,10,2020-06-01
市谷砂土原町３丁目,59,80,58,2020-06-01
市谷左内町,11,8,8,2020-06-01
市谷加賀町１丁目,0,0,0,2020-06-01
市谷加賀町２丁目,62,42,45,2020-06-01
市谷甲良町,30,24,15,2020-06-01
市谷船河原町,8,11,9,2020-06-01
市谷長延寺町,6,0,6,2020-06-01
市谷鷹匠町,0,0,0,2020-06-01
市谷山伏町,18,12,13,2020-06-01
市谷八幡町,2,1,1,2020-06-01
